Car Name,Condition,Mileage,Engine Type,Rating,Price,Location,Year
2018 Toyota Corolla,foreign,32000.0,4-cylinder,4.2,"GH¢ 280,750","Greater Accra, Achimota",2018
2013 Toyota Corolla,foreign,32000.0,4-cylinder,4.2,"GH¢ 199,150","Greater Accra, Achimota",2013
2015 Toyota Corolla,foreign,3000.0,4-cylinder,4.2,"GH¢ 250,150","Greater Accra, Achimota",2015
2015 Toyota Corolla,foreign,3000.0,4-cylinder,4.2,"GH¢ 250,150","Greater Accra, Achimota",2015
2021 Hyundai Elantra,foreign,3000.0,4-cylinder,4.2,"GH¢ 367,450","Greater Accra, Achimota",2021
2017 Toyota Corolla,foreign,3000.0,4-cylinder,4.2,"GH¢ 270,550","Greater Accra, Achimota",2017
2012 Mercedes-Benz Sprinter,foreign,117439.0,4-cylinder,4.5,"GH¢ 400,000","Greater Accra, Achimota",2012
2015 Hyundai Elantra,foreign,32000.0,4-cylinder,4.2,"GH¢ 188,950","Greater Accra, Achimota",2015
2022 Hyundai Sonata,foreign,3000.0,4-cylinder,4.2,"GH¢ 403,150","Greater Accra, Achimota",2022
2013 Toyota Camry,foreign,3000.0,4-cylinder,4.2,"GH¢ 234,850","Greater Accra, Achimota",2013
2015 Toyota Corolla,foreign,3000.0,4-cylinder,4.2,"GH¢ 234,850","Greater Accra, Achimota",2015
2013 KIA Morning,foreign,3000.0,4-cylinder,4.2,"GH¢ 120,000","Greater Accra, Achimota",2013
2017 Toyota Corolla,foreign,3000.0,4-cylinder,3.0,"GH¢ 265,450","Greater Accra, Achimota",2017
2010 Toyota Corolla,foreign,3000.0,4-cylinder,4.2,"GH¢ 168,550","Greater Accra, Achimota",2010
2017 Toyota Corolla,local,3000.0,4-cylinder,3.3,"GH¢ 234,850","Greater Accra, Achimota",2017
2016 Toyota Corolla,foreign,32000.0,4-cylinder,4.2,"GH¢ 253,210","Greater Accra, Achimota",2016
2025 Mitsubishi L200 D/C Sportero A/T,new,0.0,4-cylinder,5.0,"GH¢ 631,000","Greater Accra, Airport",2025
2025 SUZUKI Vitara  GLX 4x4,new,0.0,4-cylinder,4.9,"GH¢ 331,000","Greater Accra, Achimota",2025
2003 KIA Bongo,foreign,55302.0,4-cylinder,4.0,"GH¢ 200,000","Greater Accra, Achimota",2003
2019 Toyota Corolla,foreign,3000.0,4-cylinder,4.2,"GH¢ 265,450","Greater Accra, Abelemkpe",2019
2019 Toyota Corolla,foreign,3000.0,4-cylinder,4.2,"GH¢ 260,350","Greater Accra, Abelemkpe",2019
2023 Honda HR-V,foreign,3000.0,4-cylinder,4.2,"GH¢ 459,250","Greater Accra, Abelemkpe",2023
2017 Mercedes-Benz GLE 43 AMG,foreign,3000.0,6-cylinder,4.2,"GH¢ 969,250","Greater Accra, Abelemkpe",2017
2019 Maserati Levante,foreign,3000.0,6-cylinder,4.2,"GH¢ 969,250","Greater Accra, Abelemkpe",2019
2023 Honda HR-V,foreign,3000.0,4-cylinder,4.2,"GH¢ 520,450","Greater Accra, Abelemkpe",2023
2023 Toyota Lexus RX 350h,foreign,3000.0,6-cylinder,3.0,"GH¢ 1,326,250","Greater Accra, Abelemkpe",2023
2016 Land Rover Discovery,foreign,3000.0,6-cylinder,3.0,"GH¢ 449,050","Greater Accra, Abelemkpe",2016
2018 Toyota Rav4,foreign,3000.0,4-cylinder,4.2,"GH¢ 387,850","Greater Accra, Abelemkpe",2018
2018 Honda CR-V,foreign,3000.0,4-cylinder,4.2,"GH¢ 398,050","Greater Accra, Abelemkpe",2018
2017 Toyota Tacoma,foreign,3000.0,6-cylinder,4.2,"GH¢ 596,950","Greater Accra, Abelemkpe",2017
2024 Toyota Tundra,foreign,32000.0,6-cylinder,4.0,"GH¢ 1,275,250","Greater Accra, Abelemkpe",2024
2024 Toyota Tundra,foreign,3000.0,6-cylinder,4.2,"GH¢ 1,326,250","Greater Accra, Abelemkpe",2024
2019 Honda Accord,foreign,3000.0,4-cylinder,4.2,"GH¢ 387,850","Greater Accra, Abelemkpe",2019
2018 Honda Cr-v,foreign,32000.0,4-cylinder,4.2,"GH¢ 398,050","Greater Accra, Abelemkpe",2018
2024 Honda CR-V,foreign,3000.0,4-cylinder,4.2,"GH¢ 714,250","Greater Accra, Abelemkpe",2024
2024 Honda Accord,foreign,3000.0,4-cylinder,4.2,"GH¢ 704,050","Greater Accra, Abelemkpe",2024
2022 Lexus ES 350,foreign,3000.0,4-cylinder,4.2,"GH¢ 1,224,250","Greater Accra, Abelemkpe",2022
2015 KIA Sorento,foreign,3000.0,4-cylinder,4.2,"GH¢ 265,450","Greater Accra, Abelemkpe",2015
2010 Mercedes-Benz Sprinter,foreign,3000.0,4-cylinder,4.2,"GH¢ 320,000","Greater Accra, Achimota",2010
2020 Honda Civic,foreign,91000.0,4-cylinder,3.0,"GH¢ 260,350","Accra, Dansoman",2020
2025 Mitsubishi OUTLANDER,new,0.0,4-cylinder,5.0,"GH¢ 630,000","Greater Accra, Airport",2025
2020 Toyota Corolla,foreign,32000.0,4-cylinder,4.2,"GH¢ 336,850","Greater Accra, Abelemkpe",2020
2019 Honda CR-V,foreign,3000.0,4-cylinder,4.2,"GH¢ 438,850","Greater Accra, Abelemkpe",2019
2019 Toyota Yaris,foreign,3000.0,4-cylinder,4.2,"GH¢ 234,850","Greater Accra, Abelemkpe",2019
2023 Honda CR-V,foreign,3000.0,4-cylinder,4.2,"GH¢ 780,550","Greater Accra, Abelemkpe",2023
2018 Honda Accord,foreign,3000.0,4-cylinder,4.2,"GH¢ 372,550","Greater Accra, Abelemkpe",2018
2019 Toyota Corolla,foreign,3000.0,4-cylinder,4.2,"GH¢ 275,650","Greater Accra, Abelemkpe",2019
2016 Toyota RAV 4,foreign,3000.0,4-cylinder,4.2,"GH¢ 352,150","Greater Accra, Abelemkpe",2016
2018 Toyota C-HR,foreign,3000.0,4-cylinder,4.2,"GH¢ 336,850","Greater Accra, Abelemkpe",2018
2017 Honda Accord,foreign,3000.0,4-cylinder,4.2,"GH¢ 398,050","Greater Accra, Abelemkpe",2017
2017 PORSCHE Cayenne,foreign,3000.0,6-cylinder,4.2,"GH¢ 795,850","Greater Accra, Abelemkpe",2017
2021 Honda CR-V,foreign,3000.0,4-cylinder,4.2,"GH¢ 479,650","Greater Accra, Abelemkpe",2021
2020 Honda CR-V,foreign,3000.0,4-cylinder,4.2,"GH¢ 347,050","Greater Accra, Abelemkpe",2020
2021 Honda Civic,foreign,3000.0,4-cylinder,4.2,"GH¢ 290,950","Greater Accra, Abelemkpe",2021
2023 Lexus RX 350,foreign,3000.0,6-cylinder,4.2,"GH¢ 1,000,054","Greater Accra, Abelemkpe",2023
2023 Honda CR-V,local,3000.0,4-cylinder,3.3,"GH¢ 612,250","Greater Accra, Abelemkpe",2023
2020 Acura RDX,foreign,3000.0,4-cylinder,4.2,"GH¢ 591,850","Greater Accra, Abelemkpe",2020
2025 SUZUKI Swift,new,3106.0,4-cylinder,4.8,"GH¢ 202,000","Greater Accra, East Legon",2025
2023 Toyota Camry,foreign,3000.0,4-cylinder,4.2,"GH¢ 561,250","Greater Accra, Abelemkpe",2023
2024 Honda HR-V,foreign,3000.0,4-cylinder,4.2,"GH¢ 563,290","Greater Accra, Abelemkpe",2024
2020 Honda Accord,foreign,32000.0,4-cylinder,4.2,"GH¢ 367,450","Greater Accra, Abelemkpe",2020
2022 Acura RDX,foreign,32000.0,4-cylinder,4.2,"GH¢ 693,850","Greater Accra, Abelemkpe",2022
2014 Hyundai Santa Fe,foreign,3000.0,4-cylinder,4.2,"GH¢ 306,250","Greater Accra, Abelemkpe",2014
2025 Toyota Urban Cruiser,new,0.0,4-cylinder,4.5,"GH¢ 438,000","Greater Accra, Airport",2025
2025 Toyota Urban Cruiser,new,0.0,4-cylinder,4.9,"GH¢ 438,000","Greater Accra, Airport",2025
2024 Toyota Hilux,new,0.0,4-cylinder,4.8,"GH¢ 495,001","Greater Accra, Airport",2024
2025 Toyota Hilux,new,0.0,4-cylinder,4.8,"GH¢ 585,000","Greater Accra, Airport",2025
2025 SUZUKI Swift,new,3000.0,4-cylinder,4.5,"GH¢ 229,000","Greater Accra, East Legon",2025
2025 Nissan Patrol,new,0.0,6-cylinder,4.9,"GH¢ 1,145,430","Greater Accra, Airport",2025
2016 Nissan Caravan,foreign,3000.0,4-cylinder,4.2,"GH¢ 500,001","Greater Accra, Achimota",2016
2018 Toyota Highlander,foreign,3000.0,4-cylinder,4.2,"GH¢ 450,000","Greater Accra, Achimota",2018
2018 RANGE ROVER Vogue,quick sale,,111K kms,5.0,"GH¢ 1,000,000","Greater Accra, Accra Newtown",2018
2017 Hyundai Tucson,foreign,32000.0,4-cylinder,4.2,"GH¢ 357,250","Greater Accra, Abelemkpe",2017
2014 Hyundai H-1 Starex,foreign,3000.0,4-cylinder,4.2,"GH¢ 245,050","Greater Accra, Abelemkpe",2014
2013 KIA K5,foreign,3000.0,4-cylinder,4.2,"GH¢ 204,250","Greater Accra, Abelemkpe",2013
2013 KIA Morning,foreign,3000.0,4-cylinder,4.2,"GH¢ 168,550","Greater Accra, Abelemkpe",2013
2015 KIA K5,foreign,32000.0,4-cylinder,4.2,"GH¢ 204,250","Greater Accra, Abelemkpe",2015
2016 Honda Civic,foreign,3000.0,4-cylinder,4.2,"GH¢ 265,450","Greater Accra, Achimota",2016
2020 Hyundai Elantra,foreign,3000.0,4-cylinder,4.2,"GH¢ 285,850","Greater Accra, Achimota",2020
2015 Toyota Corolla,foreign,3000.0,4-cylinder,4.2,"GH¢ 214,450","Greater Accra, Achimota",2015
2017 Honda Accord,foreign,32000.0,4-cylinder,4.2,"GH¢ 306,250","Greater Accra, Achimota",2017
2012 Hyundai H-1 Starex,foreign,62758.0,4-cylinder,4.7,"GH¢ 210,000","Greater Accra, Achimota",2012
2017 Acura TLX,foreign,37903.0,4-cylinder,3.0,"GH¢ 408,250","Greater Accra, Tema",2017
2013 Toyota Corolla,foreign,47224.0,4-cylinder,3.0,"GH¢ 204,250","Greater Accra, Tema",2013
2014 Hyundai Accent,foreign,65000.0,4-cylinder,3.0,"GH¢ 144,450","Greater Accra, Tema",2014
2025 SUZUKI S-presso GL,new,3000.0,4-cylinder,4.5,"GH¢ 156,000","Greater Accra, East Legon",2025
2015 Hyundai Elantra,foreign,3000.0,4-cylinder,4.2,"GH¢ 163,450","Greater Accra, Achimota",2015
2020 Honda Civic,foreign,3000.0,4-cylinder,4.2,"GH¢ 326,650","Greater Accra, Achimota",2020
2012 Hyundai Accent,local,3000.0,4-cylinder,3.3,"GH¢ 139,300","Greater Accra, Achimota",2012
2014 Honda Civic,foreign,3000.0,4-cylinder,4.2,"GH¢ 173,650","Greater Accra, Achimota",2014
2015 Toyota Corolla,foreign,3000.0,4-cylinder,4.2,"GH¢ 214,450","Greater Accra, Achimota",2015
2014 Toyota Camry,foreign,3000.0,4-cylinder,4.2,"GH¢ 245,050","Greater Accra, Achimota",2014
2022 Mercedes-Benz S 580,foreign,3000.0,6-cylinder,4.2,"GH¢ 1,836,250","Greater Accra, Achimota",2022
2015 Honda CR-V,foreign,3000.0,4-cylinder,4.2,"GH¢ 357,250","Greater Accra, Achimota",2015
2018 Honda Accord,foreign,3000.0,4-cylinder,4.2,"GH¢ 387,850","Greater Accra, Achimota",2018
2014 Hyundai Elantra,foreign,32000.0,4-cylinder,4.2,"GH¢ 173,650","Greater Accra, Achimota",2014
2025 SUZUKI Swift,new,0.0,4-cylinder,4.8,"GH¢ 229,000","Greater Accra, Airport",2025
2025 SUZUKI Swift,new,0.0,4-cylinder,5.0,"GH¢ 177,000","Greater Accra, Airport",2025
2025 SUZUKI Swift,new,0.0,4-cylinder,4.8,"GH¢ 177,000","Greater Accra, Airport",2025
2012 Volkswagen LT,foreign,100662.0,4-cylinder,4.5,"GH¢ 350,000","Greater Accra, Achimota",2012
2017 Nissan Sentra,foreign,69000.0,4-cylinder,3.0,"GH¢ 168,550","Greater Accra, East Legon",2017
2012 Volkswagen LT,foreign,94448.0,4-cylinder,4.2,"GH¢ 350,000","Greater Accra, Achimota",2012
2025 FOTON M series Single cabin,new,0.0,4-cylinder,4.8,"GH¢ 341,754","Greater Accra, Airport",2025
2020 Nissan Qashqai,foreign,32000.0,4-cylinder,4.2,"GH¢ 336,850","Greater Accra, Achimota",2020
2019 Toyota Corolla,foreign,32000.0,4-cylinder,4.2,"GH¢ 255,250","Greater Accra, Achimota",2019
2018 Land Rover Range Rover Velar,foreign,3000.0,6-cylinder,4.2,"GH¢ 867,250","Greater Accra, Achimota",2018
2019 Toyota RAV 4,foreign,3000.0,4-cylinder,4.2,"GH¢ 398,050","Greater Accra, Achimota",2019
2017 Toyota Corolla,foreign,3000.0,4-cylinder,4.2,"GH¢ 275,650","Greater Accra, Achimota",2017
2018 Toyota RAV 4,foreign,3000.0,4-cylinder,4.2,"GH¢ 326,650","Greater Accra, Achimota",2018
2018 Toyota RAV 4,foreign,32000.0,4-cylinder,4.2,"GH¢ 326,650","Greater Accra, Abelemkpe",2018
2018 Hyundai Elantra,foreign,32000.0,4-cylinder,4.2,"GH¢ 220,570","Greater Accra, Abelemkpe",2018
2016 Honda Civic,foreign,3000.0,4-cylinder,4.2,"GH¢ 221,590","Greater Accra, Abelemkpe",2016
2025 FORLAND 2.5T Light Duty Double Cabin,new,0.0,4-cylinder,4.9,"GH¢ 241,000","Greater Accra, Airport",2025
2018 Toyota Rav4,foreign,3000.0,4-cylinder,4.2,"GH¢ 295,030","Greater Accra, Abelemkpe",2018
2022 Toyota Highlander,foreign,3000.0,6-cylinder,4.2,"GH¢ 734,650","Greater Accra, Abelemkpe",2022
2015 Ford Explorer,foreign,32000.0,4-cylinder,4.2,"GH¢ 280,750","Greater Accra, Abelemkpe",2015
2022 Toyota RAV 4,foreign,3000.0,4-cylinder,4.2,"GH¢ 451,090","Greater Accra, Kaneshie",2022
2021 Toyota RAV 4,foreign,32000.0,4-cylinder,4.2,"GH¢ 450,070","Greater Accra, Abelemkpe",2021
2018 Ford F 150,foreign,3000.0,6-cylinder,4.2,"GH¢ 459,250","Greater Accra, Abelemkpe",2018
2016 Honda Pilot,foreign,3000.0,4-cylinder,4.2,"GH¢ 410,290","Greater Accra, Abelemkpe",2016
2020 Toyota RAV 4,foreign,3000.0,4-cylinder,4.2,"GH¢ 419,470","Greater Accra, Abelemkpe",2020
2018 Ford F 150,foreign,1864.0,6-cylinder,4.2,"GH¢ 561,250","Greater Accra, Kaneshie",2018
2021 Honda Accord,foreign,3000.0,4-cylinder,4.2,"GH¢ 387,850","Greater Accra, Kaneshie",2021
2017 Hyundai Elantra,foreign,3000.0,4-cylinder,3.0,"GH¢ 245,050","Greater Accra, Kaneshie",2017
2015 Hyundai Elantra,foreign,73000.0,4-cylinder,4.4,"GH¢ 165,000","Greater Accra, Airport",2015
2015 Hyundai Elantra,foreign,3000.0,4-cylinder,3.0,"GH¢ 163,450","Greater Accra, Kaneshie",2015
2012 Toyota Hiace,foreign,3000.0,4-cylinder,4.2,"GH¢ 306,250","Greater Accra, Kaneshie",2012
2022 Toyota Hiace,foreign,3000.0,4-cylinder,4.2,"GH¢ 969,250","Greater Accra, Kaneshie",2022
2018 Honda Civic,foreign,3000.0,4-cylinder,4.2,"GH¢ 188,950","Greater Accra, Kaneshie",2018
2007 Toyota Corolla,foreign,3000.0,4-cylinder,4.2,"GH¢ 144,450","Greater Accra, Kaneshie",2007
2013 Toyota Corolla,foreign,3000.0,4-cylinder,4.2,"GH¢ 163,450","Greater Accra, Kaneshie",2013
2013 KIA Sorento,local,3000.0,4-cylinder,3.3,"GH¢ 153,250","Greater Accra, Kaneshie",2013
2019 Honda CR-V,foreign,3000.0,4-cylinder,4.2,"GH¢ 449,050","Greater Accra, Kaneshie",2019
2021 Honda HR-V,foreign,3000.0,4-cylinder,4.2,"GH¢ 367,450","Greater Accra, Kaneshie",2021
2021 Honda HR-V,foreign,3000.0,4-cylinder,4.2,"GH¢ 357,250","Greater Accra, Kaneshie",2021
2014 Hyundai Tucson,foreign,3000.0,4-cylinder,4.2,"GH¢ 265,450","Greater Accra, Kaneshie",2014
2017 Ford Escape,foreign,3000.0,4-cylinder,4.2,"GH¢ 306,250","Greater Accra, Kaneshie",2017
2016 Honda Civic,foreign,3000.0,4-cylinder,4.2,"GH¢ 245,050","Greater Accra, Kaneshie",2016
2014 Nissan Sentra,foreign,3000.0,4-cylinder,4.2,"GH¢ 163,450","Greater Accra, Kaneshie",2014
2021 Toyota Rav4,foreign,5000.0,4-cylinder,3.0,"GH¢ 510,250","Greater Accra, Dzorwulu",2021
2012 Hyundai Elantra,foreign,50952.0,4-cylinder,5.0,"GH¢ 120,000","Greater Accra, Achimota",2012
2020 Honda Accord,foreign,3000.0,4-cylinder,4.2,"GH¢ 449,050","Greater Accra, Kaneshie",2020
2024 Honda HR-V,foreign,3000.0,4-cylinder,4.2,"GH¢ 602,050","Greater Accra, Kaneshie",2024
2024 Honda CR-V,foreign,32000.0,4-cylinder,4.0,"GH¢ 693,850","Greater Accra, Kaneshie",2024
2022 Dodge RAM,foreign,3000.0,6-cylinder,4.2,"GH¢ 959,050","Greater Accra, Kanda",2022
2025 Mitsubishi L200,new,0.0,4-cylinder,4.8,"GH¢ 385,000","Greater Accra, Airport",2025
2018 Toyota Corolla,foreign,32000.0,4-cylinder,4.2,"GH¢ 255,250","Greater Accra, Kaneshie",2018
2012 GMC Terrain,foreign,32000.0,4-cylinder,4.2,"GH¢ 255,250","Greater Accra, Kaneshie",2012
2015 GMC Terrain,foreign,32000.0,4-cylinder,4.2,"GH¢ 270,550","Greater Accra, Kaneshie",2015
2010 Toyota RAV 4,local,3000.0,4-cylinder,3.3,"GH¢ 183,850","Greater Accra, Kaneshie",2010
2015 Hyundai county,foreign,3000.0,4-cylinder,4.2,"GH¢ 310,000","Greater Accra, Achimota",2015
2025 Mitsubishi OUTLANDER,new,0.0,4-cylinder,5.0,"GH¢ 630,000","Greater Accra, Airport",2025
2012 Toyota RAV 4,local,3000.0,4-cylinder,3.3,"GH¢ 163,450","Greater Accra, Kaneshie",2012
2016 JEEP Patriot,foreign,3000.0,4-cylinder,4.2,"GH¢ 326,650","Greater Accra, Kaneshie",2016
2010 Toyota Yaris,foreign,3000.0,4-cylinder,3.0,"GH¢ 135,000","Greater Accra, Baatsona - Spintex",2010
2014 Toyota Corolla,foreign,3000.0,4-cylinder,4.2,"GH¢ 170,000","Greater Accra, Abelemkpe",2014
2014 Hyundai Accent,foreign,3000.0,4-cylinder,4.2,"GH¢ 163,450","Greater Accra, Kaneshie",2014
2013 Hyundai Santa Fe,local,3000.0,4-cylinder,3.3,"GH¢ 183,850","Greater Accra, Kaneshie",2013
2017 Hyundai Santa Fe,foreign,3000.0,4-cylinder,4.2,"GH¢ 367,450","Greater Accra, Kaneshie",2017
2014 Toyota Camry,foreign,3000.0,4-cylinder,4.2,"GH¢ 250,150","Greater Accra, Kaneshie",2014
2017 Hyundai Elantra,foreign,3000.0,4-cylinder,4.2,"GH¢ 230,770","Greater Accra, Kaneshie",2017
2016 Toyota Corolla,foreign,32000.0,4-cylinder,4.2,"GH¢ 234,850","Greater Accra, Kaneshie",2016
2016 Toyota Corolla,foreign,3000.0,4-cylinder,4.2,"GH¢ 250,150","Greater Accra, Kaneshie",2016
2017 Honda Civic,foreign,3000.0,4-cylinder,4.2,"GH¢ 251,680","Greater Accra, Kaneshie",2017
2023 Lexus IS 350,foreign,32000.0,6-cylinder,4.0,"GH¢ 506,170","Greater Accra, Kaneshie",2023
2005 Mercedes-Benz Sprinter,foreign,0.0,4-cylinder,4.5,"GH¢ 400,000","Greater Accra, Achimota",2005
2022 Honda CR-V,foreign,32000.0,4-cylinder,4.2,"GH¢ 556,150","Greater Accra, Kaneshie",2022
2017 Mercedes-Benz C 300,foreign,3000.0,4-cylinder,4.2,"GH¢ 454,150","Greater Accra, Kaneshie",2017
2018 Honda Accord,foreign,3000.0,4-cylinder,3.0,"GH¢ 423,550","Greater Accra, Kaneshie",2018
2017 Mercedes-Benz E 300,foreign,3000.0,4-cylinder,4.2,"GH¢ 729,550","Greater Accra, Kaneshie",2017
2018 Toyota Corolla,foreign,3000.0,4-cylinder,4.2,"GH¢ 251,170","Greater Accra, Kaneshie",2018
2015 KIA Optima,foreign,3000.0,4-cylinder,4.2,"GH¢ 220,570","Greater Accra, Kaneshie",2015
2016 Chrysler 200,foreign,3000.0,4-cylinder,4.2,"GH¢ 220,570","Greater Accra, Achimota",2016
2015 Mercedes-Benz CLA 250,foreign,3000.0,4-cylinder,4.2,"GH¢ 220,570","Greater Accra, Kaneshie",2015
2014 Toyota Camry,foreign,3000.0,4-cylinder,4.2,"GH¢ 270,550","Greater Accra, Kaneshie",2014
2025 SUZUKI FRONX SUV,new,0.0,4-cylinder,5.0,"GH¢ 289,000","Greater Accra, Airport",2025
2025 Mitsubishi Outlander Sport,new,0.0,4-cylinder,5.0,"GH¢ 450,000","Greater Accra, Airport",2025
2017 Toyota Corolla,foreign,32000.0,4-cylinder,4.2,"GH¢ 220,000","Greater Accra, Abelemkpe",2017
2017 Toyota Camry,foreign,3000.0,4-cylinder,4.2,"GH¢ 285,850","Greater Accra, Kaneshie",2017
2020 KIA Sportage,foreign,3000.0,4-cylinder,4.1,"GH¢ 454,150","Greater Accra, Kaneshie",2020
2018 Hyundai Kona,foreign,3000.0,4-cylinder,4.2,"GH¢ 300,000","Greater Accra, Abelemkpe",2018
2018 Ford F 150,foreign,3000.0,4-cylinder,3.0,"GH¢ 692,830","Greater Accra, Kaneshie",2018
2017 Toyota Highlander,foreign,3000.0,4-cylinder,4.2,"GH¢ 500,001","Greater Accra, Achimota",2017
2024 MG ZS,new,0.0,4-cylinder,5.0,"GH¢ 312,500","Greater Accra, East Legon",2024
2025 FOTON Truck Mate,new,0.0,4-cylinder,4.8,"GH¢ 162,000","Greater Accra, Airport",2025
2025 FOTON Truck Mate,new,0.0,4-cylinder,4.8,"GH¢ 162,000","Greater Accra, Airport",2025
2025 FOTON Truck Mate,new,0.0,4-cylinder,4.9,"GH¢ 162,000","Greater Accra, Airport",2025
2025 FOTON Truck Mate,new,0.0,4-cylinder,4.9,"GH¢ 162,000","Greater Accra, Airport",2025
2025 FOTON Truck Mate,new,0.0,4-cylinder,4.8,"GH¢ 162,000","Greater Accra, Airport",2025
2025 FOTON Truck Mate,new,0.0,4-cylinder,4.9,"GH¢ 162,000","Greater Accra, Airport",2025
2024 SUZUKI Dzire GL,foreign,3000.0,4-cylinder,4.2,"GH¢ 282,000","Greater Accra, East Legon",2024
2025 SUZUKI S-presso GL,new,3000.0,4-cylinder,4.5,"GH¢ 175,500","Greater Accra, East Legon",2025
2025 SUZUKI S-presso GL,new,3000.0,4-cylinder,4.5,"GH¢ 175,500","Greater Accra, East Legon",2025
2015 Hyundai Elantra,foreign,3000.0,4-cylinder,3.0,"GH¢ 125,000","Greater Accra, Achimota",2015
2015 Toyota Highlander,foreign,3000.0,4-cylinder,4.2,"GH¢ 450,000","Greater Accra, Achimota",2015
2018 Hyundai Tucson,local,3000.0,4-cylinder,4.2,"GH¢ 300,000","Greater Accra, Achimota",2018
2021 Toyota Corolla,foreign,3000.0,4-cylinder,4.2,"GH¢ 247,000","Greater Accra, East Legon",2021
2010 Toyota Voxy,foreign,3000.0,4-cylinder,4.2,"GH¢ 165,000","Greater Accra, Achimota",2010
2013 KIA Optima,local,33554.0,4-cylinder,5.0,"GH¢ 120,000","Greater Accra, Achimota",2013
2024 Mitsubishi L200,new,0.0,4-cylinder,4.9,"GH¢ 410,000","Greater Accra, East Legon",2024
2015 Hyundai Elantra,foreign,3000.0,4-cylinder,3.0,"GH¢ 170,000","Greater Accra, Kaneshie",2015
2017 Toyota Corolla,foreign,65000.0,4-cylinder,5.0,"GH¢ 221,590","Greater Accra, Abelemkpe",2017
2024 Mitsubishi L200 D/C Sportero A/T,new,0.0,4-cylinder,4.9,"GH¢ 635,000","Greater Accra, East Legon",2024
2025 SUZUKI S-presso GL,new,31068.0,4-cylinder,4.7,"GH¢ 175,500","Greater Accra, East Legon",2025
2024 KIA Sonet,new,3000.0,4-cylinder,4.7,"GH¢ 295,550","Greater Accra, Baatsona - Spintex",2024
2016 Toyota Scion,foreign,3000.0,4-cylinder,4.2,"GH¢ 180,000","Greater Accra, Achimota",2016
2017 Honda Civic,foreign,3000.0,4-cylinder,4.2,"GH¢ 229,750","Greater Accra, Kwabenya",2017
2023 Honda CR-V,foreign,3000.0,4-cylinder,4.2,"GH¢ 663,250","Greater Accra, Achimota",2023
2013 Hyundai Elantra,foreign,3000.0,4-cylinder,4.2,"GH¢ 150,002","Greater Accra, Dzorwulu",2013
2012 Toyota Aqua Hybrid,foreign,22369.0,4-cylinder,4.4,"GH¢ 120,000","Greater Accra, Achimota",2012
2025 Toyota Fortuner,new,0.0,4-cylinder,4.9,"GH¢ 780,000","Greater Accra, Airport",2025
2022 Toyota RAV 4,foreign,3000.0,4-cylinder,4.2,"GH¢ 555,000","Greater Accra, East Legon",2022
2020 Hyundai Elantra,local,3000.0,4-cylinder,3.3,"GH¢ 240,000","Greater Accra, East Legon",2020
2020 Hyundai Elantra,foreign,3000.0,4-cylinder,4.2,"GH¢ 260,000","Greater Accra, East Legon",2020
2018 Hyundai Tucson,foreign,12427.0,4-cylinder,5.0,"GH¢ 350,000","Greater Accra, Achimota",2018
2024 Nissan Patrol,new,0.0,6-cylinder,5.0,"GH¢ 1,178,100","Greater Accra, Airport",2024
2025 Toyota Landcruiser Prado,new,0.0,4-cylinder,5.0,"GH¢ 1,224,000","Greater Accra, Airport",2025
2025 Mitsubishi Pajero Sport,new,0.0,6-cylinder,5.0,"GH¢ 762,000","Greater Accra, Airport",2025
2024 MG ZS,new,3000.0,4-cylinder,5.0,"GH¢ 306,250","Western, Takoradi",2024
2020 Mercedes-Benz GLE 350,foreign,32000.0,4-cylinder,3.0,"GH¢ 917,230","Greater Accra, Achimota",2020
2012 Hyundai Elantra,foreign,3000.0,4-cylinder,4.2,"GH¢ 141,360","Greater Accra, Achimota",2012
2014 Toyota Vitz,foreign,3000.0,4-cylinder,4.2,"GH¢ 135,180","Greater Accra, Achimota",2014
2015 Toyota Vitz,foreign,3000.0,4-cylinder,4.2,"GH¢ 135,180","Greater Accra, Achimota",2015
2015 Toyota Vitz,foreign,3000.0,4-cylinder,4.2,"GH¢ 135,180","Greater Accra, Achimota",2015
2015 Toyota Vitz,foreign,32000.0,4-cylinder,4.2,"GH¢ 135,180","Greater Accra, Achimota",2015
2014 Toyota Vitz,foreign,3000.0,4-cylinder,4.2,"GH¢ 135,180","Greater Accra, Achimota",2014
2014 Toyota Vitz,foreign,32000.0,4-cylinder,4.2,"GH¢ 135,180","Greater Accra, Achimota",2014
2015 Toyota Vitz,foreign,3000.0,4-cylinder,4.2,"GH¢ 135,180","Greater Accra, Achimota",2015
2014 Toyota Vitz,foreign,3000.0,4-cylinder,4.2,"GH¢ 135,180","Greater Accra, Achimota",2014
2014 Toyota Vitz,foreign,3000.0,4-cylinder,4.2,"GH¢ 135,180","Greater Accra, Achimota",2014
2014 Toyota Vitz,foreign,3000.0,4-cylinder,4.2,"GH¢ 135,180","Greater Accra, Achimota",2014
2014 Toyota Vitz,foreign,3000.0,4-cylinder,4.2,"GH¢ 135,180","Greater Accra, Achimota",2014
2014 Toyota Vitz,foreign,3000.0,4-cylinder,4.2,"GH¢ 135,180","Greater Accra, Achimota",2014
2014 Toyota Vitz,foreign,32000.0,4-cylinder,4.2,"GH¢ 135,180","Greater Accra, Achimota",2014
2015 Toyota Vitz,foreign,3000.0,4-cylinder,3.0,"GH¢ 135,180","Greater Accra, Achimota",2015
