Car Name,Condition,Mileage,Engine Type,Rating,Price,Location,Year
2015 Toyota Vitz,foreign,3000.0,4-cylinder,4.2,"GH¢ 135,180","Greater Accra, Achimota",2015
2025 Audi S6,new,312000.0,6-cylinder,5.0,"GH¢ 1,950,000","Ashanti, Adum",2025
2015 Land Rover Range Rover Sport,foreign,3000.0,6-cylinder,3.0,"GH¢ 683,650","Greater Accra, Achimota",2015
2020 Land Rover Range Rover Sport,foreign,3000.0,6-cylinder,4.2,"GH¢ 1,367,050","Greater Accra, Achimota",2020
2015 Toyota Vitz,foreign,3000.0,4-cylinder,4.2,"GH¢ 135,180","Greater Accra, Achimota",2015
2015 Toyota Vitz,foreign,3000.0,4-cylinder,4.2,"GH¢ 135,180","Greater Accra, Achimota",2015
2014 Toyota Vitz,foreign,3000.0,4-cylinder,4.2,"GH¢ 135,180","Greater Accra, Achimota",2014
2013 Toyota Camry,foreign,32000.0,5-cylinder,4.2,"GH¢ 286,870","Greater Accra, Achimota",2013
2019 Honda Civic,foreign,3000.0,4-cylinder,4.2,"GH¢ 316,450","Greater Accra, Achimota",2019
2019 Mercedes-Benz C 300,foreign,3000.0,4-cylinder,4.2,"GH¢ 561,250","Greater Accra, Achimota",2019
2019 Lexus RX 350,foreign,3000.0,4-cylinder,3.0,"GH¢ 632,650","Greater Accra, Achimota",2019
2016 Toyota Corolla,foreign,3000.0,4-cylinder,3.0,"GH¢ 229,750","Greater Accra, Achimota",2016
2016 KIA Morning,foreign,3000.0,4-cylinder,4.2,"GH¢ 120,000","Greater Accra, Achimota",2016
2018 Honda Civic,foreign,3000.0,4-cylinder,4.2,"GH¢ 285,850","Greater Accra, Achimota",2018
2019 Hyundai Santa Fe,foreign,3000.0,4-cylinder,4.2,"GH¢ 559,210","Greater Accra, Achimota",2019
2013 Toyota Vitz,foreign,3000.0,4-cylinder,4.2,"GH¢ 122,820","Greater Accra, Achimota",2013
2019 Toyota Corolla,foreign,3000.0,4-cylinder,4.2,"GH¢ 255,250","Greater Accra, Achimota",2019
2018 Honda Civic,foreign,3000.0,4-cylinder,4.2,"GH¢ 285,850","Greater Accra, Achimota",2018
2013 Toyota Camry,foreign,3000.0,4-cylinder,4.2,"GH¢ 148,150","Greater Accra, Achimota",2013
2018 Honda Civic,foreign,3000.0,4-cylinder,4.2,"GH¢ 283,810","Greater Accra, Achimota",2018
2020 Honda CR-V,foreign,3000.0,4-cylinder,4.2,"GH¢ 465,370","Greater Accra, Achimota",2020
2020 Toyota Tundra,foreign,3000.0,8-cylinder,4.2,"GH¢ 550,000","Greater Accra, Achimota",2020
2016 Hyundai Elantra,foreign,3000.0,4-cylinder,4.2,"GH¢ 172,630","Greater Accra, Achimota",2016
2013 Hyundai Elantra,foreign,3000.0,4-cylinder,4.2,"GH¢ 113,550","Greater Accra, Achimota",2013
2015 Toyota Corolla,foreign,3000.0,4-cylinder,4.2,"GH¢ 187,930","Greater Accra, Achimota",2015
2018 Hyundai Tucson,foreign,3000.0,4-cylinder,4.2,"GH¢ 345,010","Greater Accra, Achimota",2018
2021 Toyota RAV 4,foreign,3000.0,4-cylinder,4.2,"GH¢ 535,750","Greater Accra, Achimota",2021
2018 Toyota RAV 4,foreign,3000.0,4-cylinder,4.2,"GH¢ 247,090","Greater Accra, Achimota",2018
2017 Honda Accord,foreign,3000.0,4-cylinder,4.2,"GH¢ 247,090","Greater Accra, Achimota",2017
2017 Toyota Camry,foreign,3000.0,4-cylinder,4.2,"GH¢ 263,410","Greater Accra, Achimota",2017
2022 Lexus LX 600,foreign,49000.0,6-cylinder,4.3,"GH¢ 2,486,000","Greater Accra, Airport",2022
2020 BMW 740,foreign,3000.0,6-cylinder,4.2,"GH¢ 908,050","Greater Accra, Achimota",2020
2019 Toyota Corolla,foreign,108000.0,4-cylinder,4.8,"GH¢ 230,000","Greater Accra, Achimota",2019
2020 Toyota Corolla,foreign,32000.0,4-cylinder,4.2,"GH¢ 306,250","Greater Accra, Achimota",2020
2014 Hyundai Elantra,foreign,41631.0,4-cylinder,3.0,"GH¢ 150,000","Ashanti, Santasi",2014
2014 Toyota Vitz,foreign,3000.0,4-cylinder,4.2,"GH¢ 135,180","Greater Accra, Achimota",2014
2013 Hyundai Santa Fe,foreign,3000.0,4-cylinder,4.2,"GH¢ 312,370","Greater Accra, Achimota",2013
2016 Toyota RAV 4,foreign,3000.0,4-cylinder,4.2,"GH¢ 3,997,702","Greater Accra, Achimota",2016
2015 Toyota Vitz,foreign,3000.0,4-cylinder,4.2,"GH¢ 135,180","Greater Accra, Achimota",2015
2015 Toyota Vitz,foreign,3000.0,4-cylinder,4.2,"GH¢ 135,180","Greater Accra, Achimota",2015
2015 Toyota Vitz,foreign,3000.0,4-cylinder,4.2,"GH¢ 135,180","Greater Accra, Achimota",2015
2015 Toyota Vitz,foreign,3000.0,4-cylinder,4.2,"GH¢ 135,180","Greater Accra, Achimota",2015
2014 Toyota Vitz,foreign,3000.0,4-cylinder,4.2,"GH¢ 135,180","Greater Accra, East Legon",2014
2014 Toyota Vitz,foreign,3000.0,4-cylinder,4.2,"GH¢ 135,180","Greater Accra, Achimota",2014
2025 HAVAL Jolion,new,3000.0,4-cylinder,5.0,"GH¢ 245,001","Greater Accra, East Legon",2025
2014 Toyota Vitz,foreign,3000.0,4-cylinder,4.2,"GH¢ 135,180","Greater Accra, Achimota",2014
2025 Toyota Hilux,new,0.0,4-cylinder,5.0,"GH¢ 653,050","Greater Accra, Airport",2025
2025 Lexus LX 600,new,0.0,6-cylinder,5.0,"GH¢ 2,855,600","Greater Accra, Airport",2025
2025 Mitsubishi L200,new,0.0,4-cylinder,5.0,"GH¢ 410,000","Greater Accra, Airport",2025
2014 Toyota Vitz,foreign,3000.0,4-cylinder,4.2,"GH¢ 135,180","Greater Accra, Achimota",2014
2014 Toyota Vitz,foreign,3000.0,4-cylinder,4.2,"GH¢ 135,180","Greater Accra, Achimota",2014
2014 Toyota Vitz,foreign,32000.0,4-cylinder,4.2,"GH¢ 135,180","Greater Accra, Achimota",2014
2014 Toyota Vitz,foreign,32000.0,4-cylinder,4.2,"GH¢ 135,180","Greater Accra, Achimota",2014
2018 Toyota Coaster,foreign,3000.0,4-cylinder,4.2,"GH¢ 1,510,870","Greater Accra, Achimota",2018
2018 Toyota Coaster,foreign,3000.0,4-cylinder,4.3,"GH¢ 1,510,870","Greater Accra, Achimota",2018
2018 Toyota Coaster,foreign,3000.0,4-cylinder,4.2,"GH¢ 1,510,870","Greater Accra, Achimota",2018
2025 SUZUKI S-presso GL AMT,new,0.0,3-cylinder,5.0,"GH¢ 174,200","Greater Accra, Airport",2025
2025 Mitsubishi L200,new,0.0,4-cylinder,5.0,"GH¢ 410,000","Greater Accra, Airport",2025
2018 Honda Civic,foreign,70000.0,4-cylinder,3.0,"GH¢ 194,050","Greater Accra, Kaneshie",2018
2016 Toyota Corolla,foreign,3000.0,4-cylinder,4.2,"GH¢ 185,000","Greater Accra, Achimota",2016
2017 Toyota corolla,foreign,131730.0,4-cylinder,3.0,"GH¢ 187,777","Greater Accra, Kaneshie",2017
2003 Hyundai Mighty,foreign,3000.0,4-cylinder,4.2,"GH¢ 263,410","Greater Accra, Achimota",2003
2003 Hyundai Mighty,foreign,3000.0,4-cylinder,4.3,"GH¢ 263,410","Greater Accra, Achimota",2003
2003 Hyundai Mighty,foreign,3000.0,4-cylinder,4.2,"GH¢ 263,410","Greater Accra, Achimota",2003
2003 Hyundai Mighty,foreign,3000.0,4-cylinder,4.2,"GH¢ 263,410","Greater Accra, Achimota",2003
2012 KIA Bongo,foreign,3000.0,4-cylinder,4.3,"GH¢ 237,910","Greater Accra, Achimota",2012
2013 KIA Frontier,foreign,3000.0,4-cylinder,4.2,"GH¢ 237,910","Greater Accra, Achimota",2013
2013 KIA Frontier,foreign,3000.0,4-cylinder,4.2,"GH¢ 237,910","Greater Accra, Achimota",2013
2012 KIA Bongo,foreign,3000.0,4-cylinder,4.2,"GH¢ 237,910","Greater Accra, Achimota",2012
2023 Toyota Tundra,foreign,3000.0,6-cylinder,4.2,"GH¢ 1,152,850","Greater Accra, Kwabenya",2023
2022 Toyota Tundra,foreign,3000.0,6-cylinder,4.2,"GH¢ 1,152,850","Greater Accra, Kwabenya",2022
2021 Ford Ranger,foreign,3000.0,6-cylinder,4.2,"GH¢ 763,210","Greater Accra, Kwabenya",2021
2021 Ford F 150,foreign,3000.0,6-cylinder,4.2,"GH¢ 1,326,250","Greater Accra, Kwabenya",2021
2016 Toyota Yaris IA,foreign,3000.0,4-cylinder,4.2,"GH¢ 180,000","Greater Accra, Achimota",2016
2025 Toyota Hilux,new,0.0,4-cylinder,5.0,"GH¢ 672,600","Greater Accra, Airport",2025
2025 Toyota Hilux,new,0.0,4-cylinder,5.0,"GH¢ 672,600","Greater Accra, Airport",2025
2014 Toyota Camry,foreign,32000.0,4-cylinder,4.2,"GH¢ 253,210","Greater Accra, Kwabenya",2014
2017 Toyota Corolla,foreign,3000.0,4-cylinder,4.2,"GH¢ 231,790","Greater Accra, Kwabenya",2017
2016 KIA Soul,foreign,3000.0,4-cylinder,4.2,"GH¢ 253,210","Greater Accra, Kwabenya",2016
2021 Lexus NX 300,foreign,3000.0,4-cylinder,4.2,"GH¢ 585,730","Greater Accra, Kwabenya",2021
2023 Hyundai Sonata,foreign,3000.0,4-cylinder,4.2,"GH¢ 588,790","Greater Accra, Kwabenya",2023
2020 KIA Telluride,foreign,3000.0,6-cylinder,4.2,"GH¢ 811,150","Greater Accra, Kwabenya",2020
2024 Toyota Highlander,foreign,3000.0,6-cylinder,4.2,"GH¢ 859,090","Greater Accra, Kwabenya",2024
2020 Audi Q7,foreign,3000.0,6-cylinder,4.2,"GH¢ 831,550","Greater Accra, Kwabenya",2020
2021 Honda HR-V,foreign,3000.0,4-cylinder,4.2,"GH¢ 364,390","Greater Accra, Kwabenya",2021
2020 GMC Terrain,foreign,3000.0,4-cylinder,4.2,"GH¢ 515,350","Greater Accra, Kwabenya",2020
2018 Nissan Rogue,foreign,55000.0,4-cylinder,4.9,"GH¢ 350,000","Greater Accra, Achimota",2018
2018 KIA Sportage,foreign,75000.0,4-cylinder,4.9,"GH¢ 350,000","Greater Accra, Achimota",2018
2021 Toyota Highlander,foreign,3000.0,6-cylinder,4.2,"GH¢ 712,210","Greater Accra, Kwabenya",2021
2014 Toyota Camry,foreign,3000.0,4-cylinder,4.2,"GH¢ 253,210","Greater Accra, Kwabenya",2014
2020 Honda CR-V,foreign,3000.0,4-cylinder,4.2,"GH¢ 559,210","Greater Accra, Kwabenya",2020
2018 Toyota Highlander,foreign,3000.0,4-cylinder,4.2,"GH¢ 508,210","Greater Accra, Kwabenya",2018
2016 Toyota Camry,foreign,3000.0,4-cylinder,4.2,"GH¢ 253,210","Greater Accra, Kwabenya",2016
2021 Acura TLX,foreign,3000.0,4-cylinder,4.2,"GH¢ 554,110","Greater Accra, Kwabenya",2021
2018 Mercedes-Benz E 300,foreign,3000.0,6-cylinder,4.2,"GH¢ 543,910","Greater Accra, Kwabenya",2018
2019 Honda Accord,foreign,3000.0,4-cylinder,4.2,"GH¢ 424,570","Greater Accra, Kwabenya",2019
2020 Honda Accord,foreign,3000.0,4-cylinder,4.2,"GH¢ 426,610","Greater Accra, Kwabenya",2020
2013 Volkswagen Jetta,foreign,3000.0,4-cylinder,4.2,"GH¢ 151,210","Greater Accra, Tema",2013
2012 KIA Bongo,foreign,3000.0,4-cylinder,4.2,"GH¢ 235,870","Greater Accra, Achimota",2012
2020 Hyundai Genesis,foreign,3000.0,4-cylinder,4.2,"GH¢ 761,170","Greater Accra, Achimota",2020
2012 KIA Bongo,foreign,3000.0,4-cylinder,4.2,"GH¢ 237,910","Greater Accra, Achimota",2012
2003 Hyundai Mighty,foreign,3000.0,4-cylinder,4.2,"GH¢ 263,410","Greater Accra, Achimota",2003
2003 Hyundai Mighty,foreign,3000.0,4-cylinder,4.2,"GH¢ 263,410","Greater Accra, Achimota",2003
2003 Hyundai Mighty,foreign,3000.0,4-cylinder,4.2,"GH¢ 263,410","Greater Accra, Achimota",2003
2003 Hyundai Mighty,foreign,3000.0,4-cylinder,4.2,"GH¢ 263,410","Greater Accra, Achimota",2003
2003 Hyundai Mighty,foreign,3000.0,4-cylinder,4.2,"GH¢ 263,410","Greater Accra, Achimota",2003
2003 Hyundai Mighty,foreign,3000.0,4-cylinder,4.2,"GH¢ 263,410","Greater Accra, Achimota",2003
2012 Hyundai Elantra,foreign,3000.0,4-cylinder,4.2,"GH¢ 132,090","Greater Accra, Achimota",2012
2025 Foton CS2 New View Bus,new,0.0,4-cylinder,5.0,"GH¢ 468,120","Greater Accra, Airport",2025
2002 KIA Rhino,foreign,3000.0,4-cylinder,4.2,"GH¢ 300,000","Greater Accra, Achimota",2002
2015 Hyundai Elantra,foreign,97000.0,4-cylinder,1.9,"GH¢ 150,000","Greater Accra, East Legon",2015
2017 Hyundai Tucson,foreign,50000.0,4-cylinder,4.2,"GH¢ 300,000","Greater Accra, East Legon",2017
2019 Honda Accord,local,76000.0,4-cylinder,3.3,"GH¢ 220,000","Greater Accra, Achimota",2019
2013 Toyota Corolla,foreign,3000.0,4-cylinder,4.2,"GH¢ 188,950","Greater Accra, Tema",2013
2018 GMC Terrain,foreign,32000.0,4-cylinder,4.2,"GH¢ 356,230","Greater Accra, Tema",2018
2017 Hyundai Tucson,foreign,3000.0,4-cylinder,4.2,"GH¢ 324,610","Greater Accra, Tema",2017
2012 Toyota Yaris,foreign,3000.0,4-cylinder,4.2,"GH¢ 153,250","Greater Accra, Tema",2012
2010 Toyota Vitz,foreign,3000.0,4-cylinder,4.2,"GH¢ 101,190","Greater Accra, Tema",2010
2020 Honda Accord,foreign,3000.0,4-cylinder,4.2,"GH¢ 383,770","Greater Accra, Achimota",2020
2017 Honda Civic,foreign,3000.0,4-cylinder,4.2,"GH¢ 261,370","Greater Accra, Achimota",2017
2010 Toyota Corolla,foreign,3000.0,4-cylinder,5.0,"GH¢ 166,510","Greater Accra, Achimota",2010
2015 Nissan Sentra,foreign,3000.0,4-cylinder,4.2,"GH¢ 156,310","Greater Accra, Achimota",2015
2020 Toyota Tacoma,foreign,3000.0,6-cylinder,4.2,"GH¢ 661,210","Greater Accra, Achimota",2020
2013 Nissan Sentra,foreign,3000.0,4-cylinder,4.2,"GH¢ 169,570","Greater Accra, Achimota",2013
2016 Hyundai Accent,foreign,3000.0,4-cylinder,4.2,"GH¢ 176,710","Greater Accra, Achimota",2016
2015 Honda Civic,foreign,3000.0,4-cylinder,3.0,"GH¢ 189,970","Greater Accra, Achimota",2015
2011 Toyota Corolla,foreign,3000.0,4-cylinder,4.2,"GH¢ 210,370","Greater Accra, Achimota",2011
2019 Toyota Rav4,foreign,3000.0,4-cylinder,3.0,"GH¢ 457,210","Greater Accra, Achimota",2019
2016 Nissan Sentra,foreign,3000.0,4-cylinder,4.2,"GH¢ 169,570","Greater Accra, Achimota",2016
2016 Toyota Tacoma,local,76428.0,6-cylinder,4.8,"GH¢ 350,000","Greater Accra, Achimota",2016
2025 Honda CR-V,foreign,3000.0,4-cylinder,4.0,"GH¢ 669,370","Greater Accra, Achimota",2025
2013 Toyota Rav4,foreign,3000.0,4-cylinder,4.2,"GH¢ 281,770","Greater Accra, Achimota",2013
2016 Honda HR-V,foreign,3000.0,4-cylinder,3.0,"GH¢ 322,570","Greater Accra, Achimota",2016
2012 Hyundai H-1 Starex,foreign,3000.0,4-cylinder,3.0,"GH¢ 240,000","Greater Accra, Baatsona - Spintex",2012
2018 Mitsubishi Pajero Sport,local,65865.0,4-cylinder,3.2,"GH¢ 393,970","Greater Accra, Airport",2018
2024 Toyota Tundra,foreign,32000.0,8-cylinder,4.0,"GH¢ 963,671","Greater Accra, Achimota",2024
2025 JAC JS2,new,0.0,4-cylinder,4.8,"GH¢ 224,200","Greater Accra, Airport",2025
2013 Chevrolet Cruze,foreign,3000.0,4-cylinder,4.3,"GH¢ 137,240","Greater Accra, Achimota",2013
2015 Toyota Corolla,foreign,32000.0,4-cylinder,4.2,"GH¢ 322,570","Greater Accra, Achimota",2015
2020 Toyota Corolla,foreign,3000.0,4-cylinder,3.0,"GH¢ 251,170","Greater Accra, Achimota",2020
2016 Hyundai Elantra,foreign,3000.0,4-cylinder,4.2,"GH¢ 135,000","Greater Accra, Achimota",2016
2023 Land Rover Range Rover Velar,foreign,3000.0,6-cylinder,4.2,"GH¢ 1,000,000","Greater Accra, Achimota",2023
2025 Toyota Hilux,new,49709.0,4-cylinder,5.0,"GH¢ 760,000","Greater Accra, Achimota",2025
2015 Mitsubishi Mirage,foreign,3000.0,4-cylinder,4.2,"GH¢ 123,850","Greater Accra, Tema",2015
2019 Toyota corolla,local,34000.0,4-cylinder,3.0,"GH¢ 306,250","Accra, Haatso",2019
2021 Hyundai Elantra,foreign,3000.0,4-cylinder,4.2,"GH¢ 372,550","Greater Accra, Kwabenya",2021
2021 Honda Civic,foreign,3000.0,4-cylinder,3.0,"GH¢ 404,170","Greater Accra, Kwabenya",2021
2022 Honda Civic,foreign,3000.0,4-cylinder,4.2,"GH¢ 404,170","Greater Accra, Kwabenya",2022
2021 KIA Seltos,foreign,3000.0,4-cylinder,4.2,"GH¢ 479,650","Greater Accra, Kwabenya",2021
2022 Hyundai Tucson,foreign,3000.0,4-cylinder,3.0,"GH¢ 571,450","Greater Accra, Kwabenya",2022
2009 Toyota Vitz,foreign,3000.0,4-cylinder,3.0,"GH¢ 120,760","Greater Accra, Kwabenya",2009
2025 Hyundai i10,new,0.0,4-cylinder,5.0,"GH¢ 194,700","Greater Accra, Airport",2025
2025 Hyundai i10,new,0.0,4-cylinder,5.0,"GH¢ 194,700","Greater Accra, Airport",2025
2025 Hyundai i10,new,0.0,4-cylinder,5.0,"GH¢ 194,700","Greater Accra, Airport",2025
2025 Hyundai i10,new,0.0,4-cylinder,5.0,"GH¢ 194,700","Greater Accra, Airport",2025
2025 Hyundai i10,new,0.0,4-cylinder,5.0,"GH¢ 194,700","Greater Accra, Airport",2025
2020 Toyota Hilux,foreign,3000.0,4-cylinder,4.2,"GH¢ 650,620","Greater Accra, Achimota",2020
2019 Honda CR-V,foreign,53000.0,4-cylinder,4.2,"GH¢ 400,000","Greater Accra, Achimota",2019
2013 Toyota Belta,foreign,3000.0,4-cylinder,4.2,"GH¢ 127,000","Greater Accra, Achimota",2013
2022 Honda CR-V,foreign,45000.0,4-cylinder,3.0,"GH¢ 607,150","Greater Accra, Dzorwulu",2022
2019 BMW X1,foreign,3000.0,6-cylinder,3.0,"GH¢ 300,000","Greater Accra, East Legon",2019
2025 Peugeot 5008,new,3000.0,4-cylinder,5.0,"GH¢ 732,550","Greater Accra, East Legon",2025
2010 Mercedes-Benz Sprinter,local,3000.0,4-cylinder,3.3,"GH¢ 250,000","Greater Accra, Achimota",2010
2020 Ford Escape,foreign,3000.0,4-cylinder,4.2,"GH¢ 290,000","Greater Accra, East Legon",2020
2017 Mercedes-Benz C 300,foreign,3000.0,4-cylinder,4.2,"GH¢ 310,000","Greater Accra, East Legon",2017
2019 Honda CR-V,foreign,3000.0,4-cylinder,4.2,"GH¢ 408,250","Greater Accra, Achimota",2019
2025 SUZUKI Swift,new,0.0,3-cylinder,5.0,"GH¢ 253,500","Greater Accra, Airport",2025
2025 SUZUKI Swift,new,0.0,3-cylinder,5.0,"GH¢ 253,500","Greater Accra, Airport",2025
2017 Toyota Highlander,foreign,3000.0,4-cylinder,4.2,"GH¢ 485,000","Greater Accra, Baatsona - Spintex",2017
2025 SUZUKI Swift,new,0.0,3-cylinder,5.0,"GH¢ 253,500","Greater Accra, Airport",2025
2025 SUZUKI Swift,new,0.0,3-cylinder,5.0,"GH¢ 253,500","Greater Accra, Airport",2025
2025 SUZUKI Swift,new,0.0,3-cylinder,5.0,"GH¢ 253,500","Greater Accra, Airport",2025
2016 Toyota Corolla,foreign,86000.0,4-cylinder,4.7,"GH¢ 150,000","Greater Accra, Achimota",2016
2019 Toyota Land Cruiser GXR,local,11000.0,8-cylinder,3.0,"GH¢ 1,000,000","Greater Accra, Achimota",2019
2020 Acura RDX,foreign,3000.0,4-cylinder,4.2,"GH¢ 663,250","Greater Accra, Achimota",2020
2016 Mitsubishi OUTLANDER,foreign,3000.0,4-cylinder,4.2,"GH¢ 285,850","Greater Accra, Achimota",2016
2022 Acura RDX,foreign,3000.0,4-cylinder,4.2,"GH¢ 816,250","Greater Accra, Achimota",2022
2018 Toyota RAV 4,foreign,3000.0,4-cylinder,4.2,"GH¢ 357,250","Greater Accra, Achimota",2018
2021 Toyota Tundra,foreign,3000.0,8-cylinder,4.2,"GH¢ 765,250","Greater Accra, Achimota",2021
2015 Hyundai county,foreign,3000.0,4-cylinder,4.2,"GH¢ 340,000","Greater Accra, Achimota",2015
2011 Toyota Vitz,foreign,3000.0,4-cylinder,4.2,"GH¢ 103,250","Greater Accra, Achimota",2011
2018 Honda HR-V,foreign,3000.0,4-cylinder,4.2,"GH¢ 316,450","Greater Accra, Achimota",2018
2013 Toyota Corolla,foreign,3000.0,4-cylinder,4.2,"GH¢ 204,250","Greater Accra, Achimota",2013
2013 Mercedes-Benz C 250,foreign,3000.0,4-cylinder,4.2,"GH¢ 336,850","Greater Accra, Achimota",2013
2020 Honda CR-V,foreign,3000.0,4-cylinder,4.2,"GH¢ 591,850","Greater Accra, Achimota",2020
2018 Mercedes-Benz C 300,foreign,32000.0,4-cylinder,4.2,"GH¢ 459,250","Greater Accra, Achimota",2018
2019 Toyota Corolla,foreign,3000.0,4-cylinder,4.2,"GH¢ 290,000","Greater Accra, Achimota",2019
2020 Acura RDX,foreign,3000.0,4-cylinder,4.2,"GH¢ 663,250","Greater Accra, Achimota",2020
2016 Toyota Corolla,foreign,3000.0,4-cylinder,4.2,"GH¢ 255,250","Greater Accra, Achimota",2016
2016 Hyundai Elantra,foreign,3000.0,4-cylinder,4.2,"GH¢ 183,850","Greater Accra, Achimota",2016
2016 Toyota Corolla,foreign,3000.0,4-cylinder,4.2,"GH¢ 255,250","Greater Accra, Achimota",2016
2017 Mercedes-Benz C 300,foreign,3000.0,4-cylinder,4.2,"GH¢ 459,250","Greater Accra, Achimota",2017
2021 Honda Civic,foreign,3000.0,4-cylinder,4.2,"GH¢ 367,450","Greater Accra, Achimota",2021
2020 Mercedes-Benz C 300,foreign,3000.0,4-cylinder,4.2,"GH¢ 561,250","Greater Accra, Achimota",2020
2019 Honda Civic,foreign,32000.0,4-cylinder,4.2,"GH¢ 296,050","Greater Accra, Achimota",2019
2019 Honda Accord,foreign,3000.0,4-cylinder,4.2,"GH¢ 469,450","Greater Accra, Achimota",2019
2019 Honda Civic,foreign,3000.0,4-cylinder,4.2,"GH¢ 296,050","Greater Accra, Achimota",2019
2016 Toyota Corolla,foreign,3000.0,4-cylinder,4.2,"GH¢ 255,250","Greater Accra, Achimota",2016
2013 Toyota Corolla,foreign,3000.0,4-cylinder,4.2,"GH¢ 204,250","Greater Accra, Achimota",2013
2013 Mercedes-Benz C 250,foreign,3000.0,4-cylinder,4.2,"GH¢ 357,250","Greater Accra, Achimota",2013
2015 Hyundai Tucson,foreign,3000.0,4-cylinder,4.2,"GH¢ 275,650","Greater Accra, Achimota",2015
2014 Mercedes-Benz GLK 350,foreign,3000.0,4-cylinder,4.2,"GH¢ 377,650","Greater Accra, Achimota",2014
2019 Acura RDX,foreign,3000.0,4-cylinder,4.2,"GH¢ 510,250","Greater Accra, Achimota",2019
2018 Toyota RAV 4,foreign,3000.0,4-cylinder,4.2,"GH¢ 336,850","Greater Accra, Achimota",2018
2020 Honda CR-V,foreign,3000.0,4-cylinder,4.2,"GH¢ 510,250","Greater Accra, Achimota",2020
2017 Toyota Corolla,foreign,3000.0,4-cylinder,4.2,"GH¢ 285,850","Greater Accra, Achimota",2017
2014 Hyundai Elantra,foreign,3000.0,4-cylinder,4.2,"GH¢ 204,250","Greater Accra, Achimota",2014
2019 Hyundai Genesis,foreign,3000.0,4-cylinder,4.2,"GH¢ 561,250","Greater Accra, Achimota",2019
2015 JEEP Patriot,foreign,3000.0,4-cylinder,4.2,"GH¢ 275,650","Greater Accra, Achimota",2015
2017 Toyota Corolla,foreign,4000.0,4-cylinder,4.2,"GH¢ 285,850","Greater Accra, Achimota",2017
2024 SUZUKI FRONX SUV,new,0.0,4-cylinder,5.0,"GH¢ 368,000","Greater Accra, East Legon",2024
2016 KIA Sorento,foreign,3000.0,4-cylinder,4.2,"GH¢ 306,250","Greater Accra, Achimota",2016
2015 Hyundai Santa Fe,foreign,3000.0,4-cylinder,4.2,"GH¢ 306,250","Greater Accra, Achimota",2015
2012 Toyota Camry,foreign,3000.0,4-cylinder,4.2,"GH¢ 285,850","Greater Accra, Achimota",2012
2017 Hyundai Elantra,foreign,3000.0,4-cylinder,4.2,"GH¢ 224,650","Greater Accra, Achimota",2017
2013 Toyota RAV 4,foreign,3000.0,4-cylinder,4.2,"GH¢ 285,850","Greater Accra, Achimota",2013
2014 Toyota Corolla,foreign,3000.0,4-cylinder,4.2,"GH¢ 224,650","Greater Accra, Achimota",2014
2014 Toyota RAV 4,foreign,3000.0,4-cylinder,4.2,"GH¢ 331,750","Greater Accra, Achimota",2014
2017 Honda Pilot,foreign,3000.0,4-cylinder,4.2,"GH¢ 510,250","Greater Accra, Achimota",2017
2013 Honda CR-V,foreign,3000.0,4-cylinder,4.2,"GH¢ 326,650","Greater Accra, Achimota",2013
2018 Toyota RAV 4,foreign,3000.0,4-cylinder,4.2,"GH¢ 357,250","Greater Accra, Achimota",2018
2017 Hyundai Santa Fe,foreign,3000.0,4-cylinder,4.2,"GH¢ 387,850","Greater Accra, Achimota",2017
2014 Toyota RAV 4,foreign,3000.0,4-cylinder,4.2,"GH¢ 347,050","Greater Accra, Achimota",2014
2016 Mitsubishi OUTLANDER,foreign,3000.0,4-cylinder,4.2,"GH¢ 285,850","Greater Accra, Achimota",2016
2015 KIA Sorento,foreign,3000.0,4-cylinder,4.2,"GH¢ 387,850","Greater Accra, Achimota",2015
2019 Toyota C-HR,foreign,3000.0,4-cylinder,4.2,"GH¢ 336,850","Greater Accra, Achimota",2019
2017 Hyundai Sonata,foreign,32000.0,4-cylinder,4.2,"GH¢ 165,000","Greater Accra, Achimota",2017
2017 Honda Civic,foreign,3000.0,4-cylinder,4.2,"GH¢ 316,450","Greater Accra, Achimota",2017
2013 KIA Morning,foreign,3000.0,4-cylinder,4.2,"GH¢ 134,150","Greater Accra, Achimota",2013
2017 Hyundai Sonata,foreign,4000.0,4-cylinder,4.2,"GH¢ 183,850","Greater Accra, Achimota",2017
2014 Nissan Versa,foreign,3000.0,4-cylinder,4.2,"GH¢ 144,450","Greater Accra, Achimota",2014
2019 Mitsubishi OUTLANDER,foreign,3000.0,4-cylinder,4.2,"GH¢ 306,250","Greater Accra, Achimota",2019
2015 Toyota RAV 4,foreign,3000.0,4-cylinder,4.2,"GH¢ 347,050","Greater Accra, Achimota",2015
2018 KIA Sportage,foreign,3000.0,4-cylinder,4.2,"GH¢ 285,850","Greater Accra, Achimota",2018
2016 KIA Sportage,foreign,3000.0,4-cylinder,4.2,"GH¢ 347,050","Greater Accra, Achimota",2016
2020 Honda Accord,foreign,3000.0,4-cylinder,4.2,"GH¢ 347,050","Greater Accra, Achimota",2020
2011 Toyota Vitz,foreign,3000.0,4-cylinder,4.2,"GH¢ 103,250","Greater Accra, Achimota",2011
2011 Toyota Vitz,foreign,3000.0,4-cylinder,4.2,"GH¢ 103,250","Greater Accra, Achimota",2011
2011 Toyota Vitz,foreign,3000.0,4-cylinder,4.2,"GH¢ 103,250","Greater Accra, Achimota",2011
