Car Name,Condition,Mileage,Engine Type,Rating,Price,Location,Year
2016 Toyota RAV 4,foreign,217479.0,6-cylinder,3.0,"₦ 28,015,000","Lagos, Berger",2016
2020 Toyota Hilux,local,1864.0,4-cylinder,3.0,"₦ 42,515,000","Lagos, Ilupeju",2020
2012 Honda Accord,local,30000.0,4-cylinder,3.0,"₦ 6,015,000","Lagos, Shomolu",2012
2013 Toyota Camry,foreign,99000.0,4-cylinder,3.0,"₦ 14,015,000","Ilupeju,Lagos, Ilupeju",2013
2007 Lexus ES 350,local,64000.0,6-cylinder,5.0,"₦ 8,500,000","Abuja, Gwarinpa",2007
2007 Lexus ES 350,foreign,98000.0,4-cylinder,4.1,"₦ 10,815,000","Lagos, Festac",2007
2018 Mercedes-Benz GLE 43 AMG,foreign,57000.0,6-cylinder,3.0,"₦ 85,000,000","Abuja, Katampe",2018
2013 Toyota Camry,local,15534.0,4-cylinder,4.5,"₦ 12,200,000","Lagos, Ogba",2013
2001 Toyota Highlander,foreign,100000.0,6-cylinder,3.0,"₦ 12,045,000","Lagos, Ikeja",2001
2001 Toyota Highlander,foreign,100000.0,6-cylinder,3.0,"₦ 12,015,000","Lagos, Ikeja",2001
2012 Honda Accord,foreign,111000.0,4-cylinder,3.0,"₦ 8,500,000","Abuja, Kubuwa Expressway",2012
2016 Toyota camry,foreign,75000.0,4-cylinder,3.0,"₦ 17,515,000","Abuja, Garki 2",2016
2018 Toyota Sienna,foreign,133000.0,6-cylinder,3.0,"₦ 35,015,000","Lagos, Ikeja",2018
2010 Toyota Venza,foreign,60272.0,6-cylinder,3.0,"₦ 21,015,000","Lagos, Ikeja",2010
2010 Toyota Camry,local,82020.0,4-cylinder,5.0,"₦ 7,400,000","Lagos, Ojudu Berger",2010
2015 Toyota corolla,foreign,60894.0,4-cylinder,3.0,"₦ 16,715,000","Abuja, CBD",2015
2014 Toyota Corolla,foreign,72079.0,4-cylinder,5.0,"₦ 14,715,000","Lagos, Ojota",2014
2012 Honda Accord,local,154000.0,4-cylinder,5.0,"₦ 5,985,000","Abuja, Kubuwa Expressway",2012
2014 Toyota Camry,local,101283.0,4-cylinder,5.0,"₦ 9,500,000","Lagos, Ojudu Berger",2014
2009 Acura TL,local,14912.0,6-cylinder,3.5,"₦ 6,315,000","Lagos, Ojodu Berger",2009
2014 Hyundai Santa Fe,foreign,82000.0,6-cylinder,3.0,"₦ 20,015,000","Lagos, Ikeja",2014
2023 Lexus IS 350,foreign,21000.0,6-cylinder,3.0,"₦ 110,015,000","Abuja, CBD",2023
2016 Toyota Corolla,foreign,1000.0,4-cylinder,3.0,"₦ 18,000,000","Lagos, Sabo Yaba",2016
2018 Toyota Tacoma,foreign,44738.0,6-cylinder,5.0,"₦ 40,030,000","Ogun, Arepo",2018
2012 Toyota Highlander,foreign,77671.0,6-cylinder,3.0,"₦ 20,530,000","Lagos, Abule Egba",2012
2017 Toyota Highlander,foreign,76000.0,6-cylinder,4.9,"₦ 37,000,000","Lagos, Ipaja",2017
2008 Toyota Highlander,foreign,178000.0,6-cylinder,3.0,"₦ 14,815,000","Abuja, Lokogoma",2008
2019 Hyundai Santa FE,foreign,50000.0,6-cylinder,3.0,"₦ 30,000,000","Lagos, Sabo Yaba",2019
2009 Dodge Journey,local,192000.0,6-cylinder,3.0,"₦ 4,315,000","Abuja, Kubwa Express",2009
2015 Hyundai Sonata,foreign,74000.0,6-cylinder,4.7,"₦ 16,500,000","Lagos, Sabo Yaba",2015
2014 Honda Accord,foreign,197000.0,4-cylinder,3.0,"₦ 15,515,000","Abuja, Katampe",2014
2014 Toyota Camry,foreign,91000.0,6-cylinder,3.0,"₦ 15,500,000","Lagos, Ikate, Lekki",2014
2011 Honda Accord,local,48000.0,4-cylinder,3.0,"₦ 6,300,000","Abuja, Kubuwa Expressway",2011
2007 Honda CR-V,local,168000.0,4-cylinder,5.0,"₦ 5,000,000","Abuja, Gwarinpa",2007
2015 Toyota Camry,foreign,79000.0,4-cylinder,5.0,"₦ 11,315,000","Abuja, Gwarinpa",2015
2007 Mercedes-Benz C200,foreign,100000.0,4-cylinder,3.0,"₦ 13,515,000","Lagos, Ikeja",2007
2013 Hyundai Elantra,foreign,180000.0,4-cylinder,3.0,"₦ 13,415,000","Lagos, Ojudu Berger",2013
2013 Toyota Hiace,foreign,77050.0,4-cylinder,3.0,"₦ 21,515,000","Lagos, Igando",2013
2017 Toyota Camry,foreign,126000.0,4-cylinder,3.0,"₦ 18,515,000","Lagos, Abule Egba",2017
2004 Lexus ES 330,foreign,145000.0,6-cylinder,3.0,"₦ 8,530,000","Lagos, Abule Egba",2004
2004 Lexus RX 330,foreign,135000.0,6-cylinder,3.0,"₦ 13,015,000","Lagos, Ojodu Berger",2004
2017 Lexus RX 350,local,80000.0,6-cylinder,3.0,"₦ 35,015,000","Lagos, Shomolu",2017
2011 Toyota Avanza,foreign,6213.0,4-cylinder,3.0,"₦ 11,030,000","Lagos, Oshodi-Isolo",2011
2009 Toyota Camry,foreign,168000.0,4-cylinder,5.0,"₦ 8,315,000","Lagos, Oshodi-Isolo",2009
2012 Honda Accord,local,103000.0,4-cylinder,3.0,"₦ 6,215,000","Lagos, Shomolu",2012
2010 Toyota Venza,local,81399.0,6-cylinder,5.0,"₦ 13,800,000","Lagos, Magodo",2010
2017 Mercedes-Benz GLA 250,foreign,154100.0,4-cylinder,3.0,"₦ 23,015,000","Abuja, Kubwa Express",2017
2012 Honda Accord,local,110000.0,4-cylinder,3.0,"₦ 6,530,000","Lagos, Surulere",2012
2021 Toyota Highlander,foreign,78000.0,6-cylinder,3.0,"₦ 65,715,000","Lagos, Iyana Ipaja",2021
2010 Toyota Venza,foreign,124000.0,4-cylinder,3.0,"₦ 23,015,000","Lagos, Ikeja",2010
2013 Toyota Venza,foreign,108000.0,4-cylinder,3.0,"₦ 24,515,000","Lagos, Ikeja",2013
2018 Lexus RX 350,foreign,67108.0,6-cylinder,3.0,"₦ 65,415,000","Lagos, Iyana Ipaja",2018
2020 Toyota Camry,foreign,100000.0,4-cylinder,3.0,"₦ 29,560,000","Lagos, Ikeja",2020
2019 Toyota Highlander,foreign,36039.0,6-cylinder,3.0,"₦ 44,300,000","Lagos, Ogudu",2019
2015 Mercedes-Benz GLA 250,foreign,133000.0,6-cylinder,3.0,"₦ 29,015,000","Lagos, Ikeja",2015
2014 Toyota Avalon,foreign,0.0,6-cylinder,3.0,"₦ 18,015,000","Lagos, Admiralty, Lekki",2014
2013 Toyota Corolla,foreign,62137.0,4-cylinder,3.0,"₦ 10,150,000","Lagos, Ipaja",2013
2011 Toyota Camry,local,135000.0,4-cylinder,3.4,"₦ 8,015,000","Lagos, Anthony",2011
2015 Toyota Camry,foreign,8699.0,4-cylinder,3.0,"₦ 15,515,000","Lagos, Ejigbo",2015
2014 Hyundai Elantra,local,164041.0,4-cylinder,4.4,"₦ 7,500,000","Abuja, Gudu District",2014
2016 Acura MDX,foreign,70000.0,6-cylinder,3.0,"₦ 23,015,000","Lagos, Alimosho",2016
2008 Lexus ES 350,foreign,83885.0,6-cylinder,3.0,"₦ 11,515,000","Lagos, Ejigbo",2008
2012 Toyota Camry,foreign,98000.0,4-cylinder,4.5,"₦ 14,015,000","Lagos, Mangoro",2012
2016 Lexus LX 570,local,34175.0,8-cylinder,3.0,"₦ 90,015,000","Abuja, Kubwa Express",2016
2017 Toyota RAV4,foreign,8699.0,4-cylinder,3.0,"₦ 27,015,000","Lagos, Ejigbo",2017
2010 Lexus ES 350,foreign,114000.0,6-cylinder,4.7,"₦ 14,515,000","Lagos, Ejigbo",2010
2013 Chevrolet Camaro,foreign,72079.0,6-cylinder,3.0,"₦ 17,015,000","Lagos, Ejigbo",2013
2012 Toyota Highlander,foreign,32000.0,6-cylinder,3.0,"₦ 22,015,000","Lagos, Lagos Mainland",2012
2012 Toyota Camry,foreign,72079.0,4-cylinder,3.0,"₦ 13,515,000","Lagos, Ejigbo",2012
2017 Toyota Camry,foreign,9320.0,4-cylinder,3.0,"₦ 17,015,000","Lagos, Ejigbo",2017
2009 Toyota Camry,foreign,8699.0,6-cylinder,3.0,"₦ 12,015,000","Lagos, Ikotun",2009
2011 Toyota Tacoma,foreign,0.0,6-cylinder,3.0,"₦ 17,015,000","Lagos, Ipaja",2011
2018 Toyota camry,foreign,1000.0,6-cylinder,3.0,"₦ 29,000,000","Lagos, Berger",2018
2010 Lexus ES 350,local,61515.0,6-cylinder,3.0,"₦ 9,315,000","Lagos, Ogba",2010
2012 Acura MDX,foreign,141000.0,6-cylinder,4.3,"₦ 12,300,000","Lagos, Ejigbo",2012
2016 Toyota corolla,foreign,8000.0,4-cylinder,3.0,"₦ 16,015,000","Lagos, Berger",2016
2013 Toyota Sienna,local,9320.0,6-cylinder,3.0,"₦ 13,015,000","Lagos, Ejigbo",2013
2013 Toyota Sienna,foreign,1000.0,6-cylinder,3.0,"₦ 18,515,000","Lagos, Berger",2013
2015 Toyota Corolla,foreign,44000.0,4-cylinder,5.0,"₦ 17,500,000","Abuja, Gwarinpa",2015
2019 Ford F-150,foreign,63379.0,6-cylinder,3.0,"₦ 45,015,000","Lagos, VGC",2019
2018 Lexus RX 350,foreign,90000.0,4-cylinder,3.0,"₦ 55,015,000","Lagos, Ojodu Berger",2018
2015 Mercedes-Benz Ml-class,foreign,9000.0,6-cylinder,3.0,"₦ 34,999,000","Lagos, Ojodu Berger",2015
2014 Toyota Venza,foreign,87000.0,4-cylinder,3.0,"₦ 25,000,000","Lagos, Ojodu Berger",2014
2014 Acura MDX,foreign,9000.0,6-cylinder,3.0,"₦ 23,015,000","Lagos, Ojodu Berger",2014
2017 Toyota Tacoma,foreign,87000.0,6-cylinder,3.0,"₦ 43,515,000","Lagos, Ojodu Berger",2017
2014 Toyota Highlander,foreign,90000.0,6-cylinder,4.3,"₦ 27,500,000","Surulere , Surulere",2014
2016 Lexus GX 460,foreign,55000.0,6-cylinder,3.0,"₦ 56,015,000","Lagos, Ojota",2016
2016 Mercedes-Benz GLE 450,foreign,35000.0,6-cylinder,3.0,"₦ 70,015,000","Lagos, Ojota",2016
2004 Toyota corolla,foreign,19883.0,4-cylinder,3.0,"₦ 9,015,000","Lagos, Ipaja",2004
2022 Toyota Highlander,local,52816.0,6-cylinder,3.0,"₦ 40,115,000","Abuja, Lokogoma",2022
2018 Toyota Highlander,foreign,54059.0,6-cylinder,3.0,"₦ 30,015,000","Lagos, Ipaja",2018
2002 Toyota Highlander,foreign,59651.0,6-cylinder,3.0,"₦ 7,865,000","Lagos, Ipaja",2002
2013 Mercedes-Benz GLK 350,local,105000.0,6-cylinder,3.0,"₦ 20,015,000","Abuja, Kubwa Express",2013
2017 Hyundai Santa Fe,foreign,159000.0,4-cylinder,3.0,"₦ 25,515,000","Lagos, Akoka",2017
2011 Lexus GX 460,foreign,67108.0,6-cylinder,3.0,"₦ 24,500,000","Lagos, Lekki",2011
2013 Toyota Venza,foreign,185168.0,4-cylinder,3.0,"₦ 22,515,000","Lagos, Ogba",2013
2014 Toyota Highlander,foreign,120545.0,6-cylinder,3.0,"₦ 28,515,000","Lagos, Ogba",2014
2009 Mercedes-Benz ML 350,local,90000.0,6-cylinder,3.0,"₦ 10,515,000","Lagos, Ikeja",2009
2016 Hyundai Sonata,foreign,84000.0,6-cylinder,5.0,"₦ 16,000,000","Lagos, Mangoro",2016
2017 Lexus LX 570,local,71000.0,8-cylinder,3.0,"₦ 144,880,000","Lagos, Ikeja",2017
2013 Toyota Highlander,foreign,135000.0,6-cylinder,3.0,"₦ 23,015,000","Lagos, Abule Egba",2013
2016 Toyota RAV 4,foreign,89000.0,4-cylinder,5.0,"₦ 26,615,000","Lagos, Magodo",2016
2017 Mercedes-Benz E 300,local,41000.0,4-cylinder,3.0,"₦ 27,000,000","Lagos, Ikate, Lekki",2017
2001 Chrysler 300C,local,75185.0,8-cylinder,3.0,"₦ 6,515,000","Abuja, Gwarinpa",2001
2012 Hyundai Sonata,foreign,49709.0,4-cylinder,5.0,"₦ 13,015,000","Lagos, Ikeja",2012
2012 Honda Accord,local,23000.0,4-cylinder,3.0,"₦ 5,715,000","Lagos, Ikeja",2012
2019 Mercedes-Benz GLE 43 AMG,foreign,50000.0,8-cylinder,2.9,"₦ 70,015,000","Lagos, Ikate, Lekki",2019
2021 Mercedes-Benz GLE 53 AMG,foreign,50000.0,8-cylinder,4.5,"₦ 158,000,000","Lagos, Ikota, Lekki",2021
2020 Toyota camry,foreign,103000.0,4-cylinder,3.0,"₦ 38,030,000","Abuja, Garki 2",2020
2016 Mercedes-Benz C 55 AMG,foreign,39000.0,6-cylinder,4.5,"₦ 68,000,000","Lagos, Lekki",2016
2012 Toyota Camry,foreign,85000.0,6-cylinder,4.5,"₦ 15,815,000","Lagos, Ilupeju",2012
2013 Toyota Hilux,local,102526.0,6-cylinder,4.9,"₦ 21,015,000","Lagos, Ojota",2013
2011 Toyota corolla,foreign,11000.0,4-cylinder,3.0,"₦ 12,815,000","Lagos, Agege",2011
2014 Hyundai Sonata,foreign,12000.0,4-cylinder,3.0,"₦ 13,515,000","Lagos, Agege",2014
2013 Hyundai Santa Fe,foreign,160000.0,4-cylinder,3.0,"₦ 19,515,000","Lagos, Abule Egba",2013
2008 Lexus RX 350,foreign,160000.0,6-cylinder,3.0,"₦ 14,515,000","Lagos, Abule Egba",2008
2020 Lexus GX 460,local,5592.0,8-cylinder,4.7,"₦ 80,000,000","363, Herbert Macaulay way Sabo Yaba , Sabo Yaba",2020
2013 Lexus RX 350,foreign,1000.0,6-cylinder,3.0,"₦ 28,015,000","Ogun, Ado-Odo/Ota",2013
2008 Toyota Highlander,foreign,9000.0,6-cylinder,3.0,"₦ 17,015,000","Lagos, Sango-Ota",2008
2016 Mercedes-Benz GLE 450,foreign,72000.0,6-cylinder,3.0,"₦ 74,015,000","Lagos, Surulere",2016
2016 Mercedes-Benz GLE 350,foreign,56000.0,6-cylinder,3.0,"₦ 50,015,000","Abuja, Garki 2",2016
2016 Lexus RX 350,foreign,33554.0,4-cylinder,3.0,"₦ 43,500,000","Lagos, Ikota, Lekki",2016
2016 Toyota Lexus RX 350h,foreign,62000.0,6-cylinder,3.0,"₦ 51,000,000","Lagos, Lekki",2016
2018 Toyota Camry,foreign,4349.0,4-cylinder,3.0,"₦ 41,000,000","Lagos, Lekki",2018
2013 Ford Edge,local,9320.0,4-cylinder,3.0,"₦ 5,530,000","Lagos, Ipaja",2013
2021 Toyota Lexus RX 350h,local,99419.0,6-cylinder,3.0,"₦ 57,000,000","Lagos, Lekki",2021
2016 Toyota Venza,foreign,50000.0,6-cylinder,3.0,"₦ 26,030,000","Lagos, Surulere",2016
2015 Hyundai Sonata,local,95000.0,4-cylinder,3.0,"₦ 11,015,000","Lagos, Ago",2015
2019 Toyota Highlander,foreign,48000.0,6-cylinder,4.5,"₦ 42,000,000","Surulere,Lagos, Surulere",2019
2018 Lexus RX 350,foreign,5592.0,4-cylinder,3.0,"₦ 50,000,000","Lagos, Ikota, Lekki",2018
2007 Lexus RX 330,local,125000.0,6-cylinder,3.0,"₦ 15,015,000","Lagos, Abule Egba",2007
2007 Toyota Hiace,foreign,34000.0,4-cylinder,3.0,"₦ 21,765,000","Lagos, Berger Mkt",2007
2015 Acura MDX,foreign,97000.0,6-cylinder,4.2,"₦ 20,000,000","Lagos, Abule Egba",2015
2014 Lexus ES 350,foreign,338025.0,6-cylinder,3.0,"₦ 23,015,000","Lagos, Ikotun",2014
2020 Toyota Lexus RX 350h,foreign,99419.0,6-cylinder,3.0,"₦ 77,000,000","Lagos, Lekki",2020
2016 Mercedes-Benz GLE 43 AMG,foreign,69000.0,6-cylinder,3.0,"₦ 67,015,000","Lagos, Ikota, Lekki",2016
2019 Toyota Lexus RX 350h,foreign,99419.0,6-cylinder,3.0,"₦ 77,015,000","Lagos, Admiralty, Lekki",2019
2020 Mercedes-Benz G63 AMG,foreign,22000.0,8-cylinder,3.0,"₦ 330,015,008","Lagos, Lekki",2020
2010 Toyota Venza,local,343000.0,6-cylinder,3.0,"₦ 13,515,000","Lagos, Abule Egba",2010
2011 Lexus RX 350,foreign,6213.0,4-cylinder,3.0,"₦ 16,015,000","Lagos, Ikeja",2011
2010 Lexus RX 350,foreign,213000.0,6-cylinder,3.0,"₦ 22,015,000","Lagos, Ikeja",2010
2007 Lexus ES 350,foreign,137000.0,6-cylinder,3.0,"₦ 13,515,000","Lagos, Abule Egba",2007
2009 Toyota Camry,local,178000.0,4-cylinder,3.0,"₦ 7,515,000","Lagos, Abule Egba",2009
2014 Mercedes-Benz GLK 350,foreign,80778.0,6-cylinder,4.5,"₦ 23,000,000","Lagos, Lekki",2014
2010 Hyundai ix35,local,1000.0,4-cylinder,3.0,"₦ 6,500,000","Lagos, Owode",2010
2009 Toyota Camry,foreign,110000.0,4-cylinder,5.0,"₦ 11,530,000","Lagos, Abule Egba",2009
2009 Toyota Corolla,local,6213.0,4-cylinder,3.0,"₦ 7,600,000","Lagos, Oshodi-Isolo",2009
2019 Toyota Prado,foreign,42000.0,6-cylinder,3.0,"₦ 90,030,000","Lagos, Surulere",2019
2014 Hyundai Elantra,local,41010.0,4-cylinder,4.8,"₦ 7,500,000","Lagos, Ojudu Berger",2014
2012 Hyundai Sonata,foreign,42874.0,4-cylinder,3.0,"₦ 12,515,000","Lagos, Iyana Ipaja",2012
2017 Hyundai Tucson,foreign,79000.0,4-cylinder,4.2,"₦ 15,000,000","Lagos, Iyana Ipaja",2017
2018 Mercedes-Benz C 43 AMG,foreign,59000.0,6-cylinder,3.0,"₦ 59,030,000","Lagos, Lekki",2018
2014 Toyota corolla,foreign,135000.0,4-cylinder,3.0,"₦ 17,030,000","Abuja, Kubuwa Expressway",2014
2010 Toyota Camry,foreign,95000.0,4-cylinder,4.6,"₦ 11,515,000","Lagos, Ago",2010
2017 Lexus LX 570,foreign,72000.0,8-cylinder,3.0,"₦ 125,015,000","Lagos, Surulere",2017
2010 Toyota Corolla,foreign,86000.0,4-cylinder,3.0,"₦ 12,515,000","Lagos, Eti Osa",2010
2013 Toyota Avalon,foreign,82000.0,6-cylinder,3.0,"₦ 21,015,000","Lagos, Surulere",2013
2009 Toyota Venza,foreign,112000.0,4-cylinder,3.0,"₦ 22,015,000","Ogun, Ado-Odo/Ota",2009
2012 Toyota Camry,foreign,154000.0,6-cylinder,3.0,"₦ 16,215,000","Lagos, Surulere",2012
2013 Toyota Venza,foreign,82000.0,6-cylinder,3.0,"₦ 22,515,000","Lagos, Surulere",2013
2008 Lexus ES 350,foreign,1000.0,6-cylinder,3.0,"₦ 14,015,000","Lagos, Isolo",2008
2014 Toyota corolla,foreign,133000.0,6-cylinder,3.0,"₦ 18,515,000","Lagos, Isolo",2014
2008 Toyota Land Cruiser,local,85000.0,6-cylinder,3.0,"₦ 45,000,000","Abuja, Gwarinpa",2008
2016 Hyundai Sonata,foreign,110000.0,4-cylinder,3.0,"₦ 16,500,000","Abuja, Gwarinpa",2016
2014 Toyota Corolla,foreign,47000.0,4-cylinder,5.0,"₦ 16,500,000","Abuja, Gwarinpa",2014
2005 Lexus RX 330,foreign,163000.0,6-cylinder,3.0,"₦ 14,515,000","Lagos, Ikeja",2005
2013 Lexus RX 350,foreign,190000.0,6-cylinder,5.0,"₦ 23,400,000","Lagos, Festac Town",2013
2011 Toyota Camry,local,46602.0,4-cylinder,3.0,"₦ 8,915,000","Lagos, Lagos Ibadan Express Way",2011
2006 Honda Civic,local,217479.0,4-cylinder,3.0,"₦ 2,830,000","Oyo, Ibadan",2006
2017 Hyundai Tucson,foreign,78000.0,4-cylinder,3.0,"₦ 25,015,000","Lagos, Ikeja",2017
2010 Toyota Corolla Sport,local,165000.0,4-cylinder,3.0,"₦ 8,300,000","Lagos, Shomolu",2010
2017 Hyundai Sonata,foreign,82000.0,4-cylinder,3.0,"₦ 16,515,000","Lagos, Ikeja",2017
2014 Mercedes-Benz E 350,foreign,14000.0,6-cylinder,3.0,"₦ 23,015,000","Lagos, Isolo",2014
2007 Lexus ES 350,local,61515.0,6-cylinder,3.0,"₦ 8,965,000","Lagos, Abule Egba",2007
2013 Hyundai Santa Fe,foreign,82000.0,6-cylinder,3.0,"₦ 20,015,000","Lagos, Ikeja",2013
2010 Toyota Corolla,foreign,51573.0,4-cylinder,3.0,"₦ 9,015,000","Lagos, Iyana Ipaja",2010
2015 Lexus RX 350,foreign,11000.0,5-cylinder,3.0,"₦ 32,030,000","Ogun, Ado-Odo/Ota",2015
2025 Toyota Hiace Ace,new,220586.0,6-cylinder,5.0,"₦ 66,515,000","Lagos, Surulere",2025
2014 Ford Explorer,local,11184.0,6-cylinder,4.6,"₦ 8,000,000","Lagos, VGC",2014
2015 Honda Accord,foreign,43495.0,4-cylinder,3.0,"₦ 12,530,000","Lagos, Iyana Ipaja",2015
2004 Lexus RX 330,local,174000.0,6-cylinder,3.0,"₦ 15,015,000","Lagos, Ikeja",2004
2014 Hyundai Elantra,foreign,58408.0,4-cylinder,3.0,"₦ 13,030,000","Lagos, Iyana Ipaja",2014
2014 Toyota Avalon,foreign,0.0,6-cylinder,3.0,"₦ 19,515,000","Lagos, Ikotun",2014
2002 Toyota Lexus RX 350h,foreign,0.0,6-cylinder,3.0,"₦ 8,015,000","Lagos, Ogudu",2002
2017 Toyota Highlander,foreign,0.0,6-cylinder,3.0,"₦ 37,015,000","Lagos, Ikotun",2017
2018 Toyota Camry,foreign,621.0,4-cylinder,3.0,"₦ 39,000,000","Lagos, Lekki",2018
2022 Mercedes-Benz G 63 AMG,foreign,30000.0,8-cylinder,3.0,"₦ 310,015,008","Lagos, Ikate, Lekki",2022
2019 Honda Spike,foreign,35000.0,6-cylinder,3.0,"₦ 25,015,000","Abuja, Kubuwa Expressway",2019
2010 Toyota Camry,local,60272.0,4-cylinder,4.2,"₦ 7,835,000","Lagos, Iyana Ipaja",2010
2020 Toyota Highlander,foreign,33000.0,6-cylinder,3.0,"₦ 65,015,000","Lagos, Ikeja",2020
2006 Toyota Sienna,local,71457.0,6-cylinder,3.0,"₦ 8,500,000","Lagos, Lagos Mainland",2006
2008 Lexus RX 350,local,0.0,6-cylinder,4.6,"₦ 12,500,000","Lagos, Ipaja",2008
2014 Honda Accord,foreign,55000.0,4-cylinder,3.0,"₦ 16,015,000","Lagos, Gbagada",2014
2020 Honda Pilot,foreign,52000.0,6-cylinder,3.0,"₦ 45,015,000","Lagos, Gbagada",2020
2008 Toyota camry,local,185000.0,4-cylinder,3.0,"₦ 6,500,000","Abuja, Kubwa Express",2008
2018 Toyota Camry,foreign,78000.0,4-cylinder,4.5,"₦ 26,000,000","Lagos, Ikate, Lekki",2018
2007 Lexus RX 350,local,6213.0,6-cylinder,3.0,"₦ 8,315,000","Lagos, Oshodi-Isolo",2007
2009 Toyota Sienna,foreign,205000.0,6-cylinder,4.9,"₦ 12,015,000","Lagos, Amuwo-Odofin",2009
2018 Toyota Camry,foreign,75000.0,4-cylinder,3.0,"₦ 27,015,000","Lagos, Okota",2018
2015 Toyota Highlander,foreign,50000.0,6-cylinder,3.0,"₦ 33,000,000","Lagos, Surulere",2015
2013 Lexus RX 350,foreign,50000.0,6-cylinder,3.0,"₦ 33,000,000","Lagos, Surulere",2013
2018 RANGE ROVER Vogue,foreign,6835.0,6-cylinder,3.0,"₦ 69,000,000","Lagos, Lekki",2018
2016 Honda Pilot,local,34000.0,6-cylinder,3.0,"₦ 45,015,000","Lagos, Gbagada",2016
2020 Toyota Highlander,foreign,43000.0,6-cylinder,3.0,"₦ 60,015,000","Lagos, Gbagada",2020
2008 Toyota Camry,local,9941.0,4-cylinder,5.0,"₦ 5,200,000","Lagos, Ogba",2008
2016 Toyota Highlander,foreign,11000.0,6-cylinder,3.0,"₦ 34,015,000","Lagos, Berger",2016
2022 Toyota Highlander,foreign,47000.0,6-cylinder,3.0,"₦ 65,015,000","Lagos, Lekki",2022
2011 Toyota Highlander,foreign,115000.0,6-cylinder,3.0,"₦ 23,015,000","Lagos, Surulere",2011
2008 Mercedes-Benz GL 450,foreign,94000.0,8-cylinder,3.0,"₦ 14,015,000","Lagos, Surulere",2008
2014 Toyota Sienna,local,262000.0,6-cylinder,0.5,"₦ 12,500,000","Lagos, Badagry",2014
2013 Toyota Venza,local,3728.0,4-cylinder,3.0,"₦ 13,715,000","Lagos, Surulere",2013
2014 Toyota Highlander,local,1864.0,6-cylinder,3.0,"₦ 25,515,000","Lagos, Surulere",2014
2015 Toyota Camry,foreign,43000.0,4-cylinder,3.0,"₦ 16,715,000","Abuja, Garki 2",2015
2011 Toyota Camry,foreign,350453.0,4-cylinder,4.5,"₦ 8,815,000","Lagos, Ogba",2011
2005 Lexus ES 330,local,0.0,6-cylinder,3.0,"₦ 7,015,000","Lagos, Ogba",2005
2011 Toyota Camry,local,497096.0,4-cylinder,3.0,"₦ 10,030,000","Lagos, Egbeda",2011
2013 Toyota Highlander,foreign,192000.0,6-cylinder,4.8,"₦ 22,515,000","Lagos, Ogba",2013
2013 Lexus RX 350,foreign,20000.0,6-cylinder,3.0,"₦ 26,015,000","Lagos, Festac",2013
2007 Lexus RX 350,foreign,198000.0,6-cylinder,3.0,"₦ 17,000,000","Lagos, Egbeda",2007
2015 Hyundai Sonata,foreign,95000.0,4-cylinder,3.0,"₦ 16,300,000","Lagos, Ago",2015
2010 Lexus RX 350,foreign,85000.0,6-cylinder,3.0,"₦ 22,000,000","Lagos, Egbeda",2010
2022 Toyota Hiace,new,1242.0,8-cylinder,5.0,"₦ 94,015,000","Lagos, Surulere",2022
2023 Toyota Landcruiser 300 GXR,new,1242.0,6-cylinder,5.0,"₦ 210,030,000","Lagos, Surulere",2023
2019 Mercedes-Benz C 300,foreign,62137.0,6-cylinder,5.0,"₦ 44,000,000","Lagos, Ikota, Lekki",2019
2010 Toyota Venza,local,0.0,6-cylinder,4.7,"₦ 13,500,000","Lagos, Abule Egba",2010
2016 Mercedes-Benz GLE 450,local,1000.0,6-cylinder,5.0,"₦ 58,015,000","Lagos, Agege",2016
2011 Mercedes-Benz GLK 350,local,95000.0,6-cylinder,4.0,"₦ 13,015,000","Lagos, Isolo",2011
2014 Toyota Camry,foreign,85000.0,4-cylinder,5.0,"₦ 14,815,000","Ilupeju,Lagos, Ilupeju",2014
2018 Toyota Highlander,foreign,47845.0,6-cylinder,3.0,"₦ 39,515,000","Lagos, Egbeda",2018
2008 Toyota Highlander,foreign,87000.0,6-cylinder,5.0,"₦ 12,515,000","Abuja, Gwarinpa",2008
2017 Mercedes-Benz GLE 43 AMG,local,55923.0,6-cylinder,3.8,"₦ 78,000,000","Lagos, Lekki",2017
2012 Toyota Camry,foreign,227000.0,4-cylinder,3.0,"₦ 13,715,000","Lagos, Agege",2012
2013 Lexus RX 350,foreign,70214.0,4-cylinder,5.0,"₦ 27,000,000","Lagos, Ikate, Lekki",2013
2019 BMW 330i,foreign,99419.0,4-cylinder,3.0,"₦ 48,000,000","Lagos, Ikota, Lekki",2019
2007 Toyota Camry,local,95691.0,6-cylinder,3.0,"₦ 5,715,000","Lagos, Ojo",2007
2016 Hyundai Sonata,foreign,54680.0,5-cylinder,5.0,"₦ 14,000,000","Lagos, Ogba",2016
2009 Toyota Camry,foreign,40389.0,4-cylinder,5.0,"₦ 10,600,000","Lagos, Ojudu Berger",2009
2010 Honda Accord Crosstour,local,132000.0,6-cylinder,3.0,"₦ 8,015,000","Lagos, Abule Egba",2010
2013 Acura RDX,local,132000.0,6-cylinder,3.0,"₦ 6,500,000","Lagos, VGC",2013
2010 Toyota Corolla,foreign,88000.0,4-cylinder,3.0,"₦ 12,015,000","Abuja, Kubuwa Expressway",2010
2016 Hyundai Sonata,foreign,621.0,4-cylinder,5.0,"₦ 15,800,000","Lagos, Lekki",2016
